Åìî‘çÜ,ÅFéÊìæì˙ïtÅiêÌó™ï™êÕópÅj,ÅñéÊìæì˙ïtÅiÉOÉâÉtópÅj,Åìè§ïiñº,ÅñAmazonéÊÇËàµÇ¢äJénì˙,Åìèoïié“,Åìè§ïiè⁄ç◊URL,Åìèdï°,ÅìçÄî‘,ÅìêØ,É^ÉCÉgÉã,Åììäçeé“,ÅñÉåÉrÉÖÅ[ì˙ït,ÉåÉrÉÖÅ[ì‡óe
660,2017/04/05 21:49:44,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,11,5,"Tabernacle of God","Col Thomas E. Hunt",2016/10/01,"The Tabernacle kit is just perfect. I love the detail on all the parts that illustrates the real tabernacle. It is great for ministers like myself to teach everyone. Hearing about how The tabernacle was set up but it pictures Christ. So all in the class can see it to learn."
661,2017/04/05 21:49:44,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,12,5,"... just want to day that the product is an amazing visual aid","Rennie Rivera",2015/09/08,"I just want to day that the product is an amazing visual aid! Tons of fun to put together, and great quality! Also I have nothing but the best of comments about the seller! When the product arrived? All was good, except two pieces. The Altar of sacrifice and the table of shew bread are made of plastic as all other pieces of tabernacle furniture are! But these two pieces came with parts broken. I immediately contacted the seller. I explained to him that ONLY these two pieces were broken and if there was anyway that i could get them replaced! I even offered to pay for the shipping only because i didnt expect him to pay for two little pieces. Well he did! He not only sent the pieces i needed? He sent me a bag with all the pieces......and i had them in front of my door in literally one day! Greg!......thank you! You are awesome! And i love this product!"
662,2017/04/05 21:49:44,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,13,3,"Overall item is very nice with one exception","Amazon Customer",2016/11/09,"Overall item is very nice with one exception. The outer skin looks like a giraffe. Exodus 26:14 states that the outer skin is to be made of ""badger"" skin. I realize that the Hebrew word (???????) is a bit obscure as to exactly what kind of animal this would be, but I just didn't expect big brown spots."
663,2017/04/05 21:49:44,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,14,5,"Five Stars","Miguel",2015/02/25,"Great resource for Sunday school teaching. My teenager's group increased their interest in God's Word study."
664,2017/04/05 21:49:44,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,15,5,"Five Stars","Jo",2014/12/25,"This model is totally awesome and is more than we expected. Will use this and share it with others."
665,2017/04/05 21:49:44,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,16,3,"It was a good model to use for my bible study","Amazon Customer",2016/09/12,"It was a good model to use for my bible study. The reason for my three stars is that some of the pieces arrived broken. I didn't return it because it was a last minute purchase that I wanted to use the day it arrived."
666,2017/04/05 21:49:45,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,17,4,"Very educational","Rachel",2015/07/06,"Really enjoyed doing this as a family project. We bought paints and it turned out really good. the material for the seal skin wasn't correct so had to replace but all in all it turned out great!"
667,2017/04/05 21:49:45,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,18,4,"The model itself is very good. It takes some time to put it together","Jeff Hawkins",2016/07/02,"This did not arrive on time. It was two days late. Several other reviews say the same, that theirs was late. I do not think it should be a Prime item. The model itself is very good. It takes some time to put it together, maybe 4 hours. I am excited to use if for teaching my Sunday School class."
668,2017/04/05 21:49:45,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,19,5,"Five Stars","BeachPeach",2015/05/24,"Perfect for my daughter's Pathfinders group to learn about the Tabernacle! It was just as I expected!"
669,2017/04/05 21:49:45,2017/4/5,"The Tabernacle: Tabernacle Model Kit by Vision Video",,"Vision Video",https://www.amazon.com/Tabernacle-Model-Kit-Vision-Video/dp/B0054541GK/ref=sr_1_32?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-32&keywords=model,0,20,5,"This is wonderful, but very time consuming to paint","Patty Bray",2015/11/23,"This is wonderful, but very time consuming to paint. Impossible to painit each fench post by hand, spray paint is the only way to do this."
670,2017/04/05 21:49:58,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,1,3,"Not too bad all in all.","James Anderson",2013/09/01,"It says it comes ready to make the ECTO-1 (first movie) or the ECTO-1A (second movie), but this is not true, it does come with the decals for both, but I had to do some serious retooling of the equipment rack on this to make it into the ECTO-1 version (fortunately I had some spare parts from other models that could substitute for things not included for making the ECTO-1 equipment rack), I had to sand down the tabs on the shell where the signs from the second movie were added, I had to paint the white walls on the tires (they come all black which doesn't match up to the movies), there is no engine to put together for it, the front piece for the grill is completely chrome, I had to paint the white around the headlights, I had to paint the ""fins"" and the stripe leading from the ""fins"" to the front of the doors red because the decals that come with it for that aren't quite right in color and there aren't any decals for the stripe, I wouldn't recommend this for anyone who is detail oriented and doesn't have the time/willingness to do retooling and detail painting, however if you have the time/willingness to do retooling and detail painting this can look amazing."
671,2017/04/05 21:49:58,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,2,5,"TOO COOL FOR SCHOOL!!","Whovian82",2015/02/28,"this models is pretty amazing! it only took me about a week give or take to finish it. Building models on occasion is one of my ways of decompressing from a long day at work.

The Ecto 1A came right on time as scheduled and the packaging was absolutly fine!
Its super fun to put to gether. FYI if you want to make it super detailed just have a little patience!

PS. if your wondering.. yes that is the time machine!"
672,2017/04/05 21:49:58,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,3,5,"fun project while recovering from back surgery","G. Jones",2015/04/09,"fun project while recovering from back surgery. I have done several models the past few days and this one was my favorite."
673,2017/04/05 21:49:58,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,4,1,"Only for people with too much patience!","Amazon Customer",2017/02/15,"Purchased for my nephew.... it has tons of parts. It's like a never ending puzzle. You also need to purchase paint for some parts. It also needs to be glued together. Ended up just throwing it away because it was, in my opinion, impossible to put together!"
674,2017/04/05 21:49:58,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,5,3,"Good.........but","philip",2014/06/10,"The ECTO 1A is a fairly good model, but even though it is well detailed, they should have given you the parts to make the ECTO1 from the original Ghostbusters film. It is feasible if you research it, but the roof rack will have to be modified, some equipment left off, and a ladder will have to be added to the right rear of the car, just behind the door.

This is a ""curbside "" model-that means there is no scale engine. Body details, plated parts and clear parts arte good, as is the decal sheet.The body detail itself is spot on and should easily convert into an ambulance or a hearse if you care to model one.Be prepared to do some sanding and filling.

Wheels and tires are incorrect fot the Ecto 1. It has big ""pimp"" whitewalls and standard Cadillac wheel embelishers-hub caps. Also, the clear parts ofthe emertgency roof lights should be a transparent blue, not completely clear as they come in the kit.

I got my model in damaged condition. A small semi circular chip of plastic was broken off on the right rear roof, just above the ""C"" pillar for the rear door, but I was able to fill it in with balsa wood, sheet styrene and body puty. Besides that, some of the roof equipment will hide this defect anyway.

The only real complaint is not with this model itself, but with Amazon . The nature of the complaint is that it is very difficult to use a gift card .Make this process easier to use, and I`ll be back.Other than that, everything else was OK."
675,2017/04/05 21:49:59,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,6,5,"Checked.","wolfi",2015/02/14,"I opened the box and checked the item. Everything was inside, instructions are easy and clear. Parts are mostly okay. Only 2 crome part was damaged. Anyway, luckly it is easy to glue without any mark. Good Product, recommended by me. It will be fun to build it up."
676,2017/04/05 21:49:59,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,7,4,"Ecto 1","Bridog",2013/02/23,"This is a curbside kit (no engine) of a really big car. I paid around $20 for this one but wouldn't have paid more without an engine. If you have the money and can make it work, you may consider buying the '59 Eldorado model kit and steal the engine from it. Glancing at the picture and parts quickly, one issue I noted was that the flashers on the roof do not appear to be the same as the ones on the Ghostbusters 1 movie. If appears to be a very simple kit for mid-level builders."
677,2017/04/05 21:49:59,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,8,5,"Turns out that this MODEL is awesome. Full detail","Patric Bateman",2016/08/17,"I almost didn't buy this because of the negative reviews. Turns out that this MODEL is awesome. Full detail, lots of parts, tons of stickers and lots of oppertunity to paint the hell out of it. Most, if not all of the negative reviews are from people that didn't know this is a MODEL. Yes, you will need glue. Yes, you will need paint. It's a MODEL. I am fully satisfied with this MODEL, it came out great, and all the reviewers that were pissed because it wasn't painted and didn't hold together without glue made me laugh for days. One guy even posted a picture of a fully assembled unpainted MODEL. Good stuff, can't beat it. If you are looking for a MODEL, this is for you."
678,2017/04/05 21:49:59,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,9,5,"I got this for my 32 year old son who ...","Debby",2014/12/31,"I got this for my 32 year old son who, unbeknownst to me, was actually thinking about buying it for himself. He was a huge fan of th movie and had many action figures and this vehicle as a child. He was thrilled in a very nostalgic way."
679,2017/04/05 21:49:59,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,10,5,"great","Victor Rony Galo Davila",2014/05/27,"Very detailed and not so easy to assemble because you have to paint a lot before glue but that's part of the fun"
680,2017/04/05 21:50:03,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,11,3,"I got it for my little brother and he loved assembling it","Leticia Osorio",2015/02/10,"I got it for my little brother and he loved assembling it, I just wish it were painted in the areas it should be,but it's a great project and if you're into building and painting and hands on things its pretty great"
681,2017/04/05 21:50:03,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,12,4,"Overall a good purchase for the Ghostbusters fan","Vielfrass",2012/12/23,"Bought this for my brother, who is a huge Ghostbusters fan, and overall he was quite pleased with it. He did mention that the lights aren't 100% accurate to the film, but that he'll be able to modify that easily during the build. He also expressed a wish that the instructions would have included some guidance as to the exact paints that are needed, the way most military models do, but again he said that finding the right colors will be part of the fun of the build. Considering how particular he is about Ghostbusters memorabilia and his excitement over the prospect of building this model, I consider the purchase a win and would recommend it."
682,2017/04/05 21:50:03,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,13,3,"AWESOME that there is a Ghostbuster Car model.","Timmy",2012/12/11,"It would be cool to have been able to have an opening hood and blue lenses for an ECTO-1 car. The kit assembly is average and however lacks some details such as the plasma gun on top of the car. Before making this model I looked at several images of ECTO-1 online and during the film. The windshield is a pain to take off the from the molded plastic and has a tendency to crack being so brittle. The delivery was prompt and service was great, thank you"
683,2017/04/05 21:50:04,2017/4/5,"Round 2 Ghostbusters Ecto-1 1:25 Scale Model Kit",,"Round 2",https://www.amazon.com/Round-Ghostbusters-Ecto-1-Scale-Model/dp/B00681R7I8/ref=sr_1_33?s=toys-and-games&ie=UTF8&qid=1491396435&sr=1-33&keywords=model,0,14,5,"Great for Ghostbuster Fans","Amazon Customer",2013/02/09,"My son is still working on putting the Ghostbuster model together. I did not realize when I bought it, that it has such a high skill level. Had to buy about eight different color Testor paints, paint thinner, brushes etc. It's going to be a nice model when it is done, but if this is your first model, I'd suggest something simpler to put together. As far as the quality goes, though, it seems like a good quality. Should be fun!"
